symbol,S,K,r,sigma,T,isCall
SPY_C_73_7535,65.93,73.54,0.0405,0.3138,1.9741,1
SPY_C_398_7536,431.98,398.48,0.0376,0.2599,1.0001,1
GOOGL_C_232_7537,226.40,232.69,0.0423,0.3250,0.8278,1
NVDA_C_303_7538,288.97,303.30,0.0464,0.2592,0.1767,1
SPY_C_349_7539,319.73,349.48,0.0423,0.3196,0.2595,1
NVDA_C_365_7540,330.94,365.86,0.0340,0.3914,1.7177,1
AMZN_P_274_7541,287.87,274.84,0.0315,0.3043,0.3590,0
MSFT_C_423_7542,433.42,423.22,0.0311,0.3022,0.4631,1
AMD_P_282_7543,301.23,282.56,0.0487,0.3773,0.4853,0
SPY_P_169_7544,193.16,169.06,0.0325,0.2430,1.0229,0
MSFT_C_464_7545,488.60,464.27,0.0431,0.1833,1.4786,1
TSLA_P_197_7546,220.18,197.63,0.0440,0.3337,0.3572,0
NVDA_C_343_7547,334.90,343.03,0.0328,0.3917,0.7169,1
META_P_66_7548,58.04,66.27,0.0349,0.3777,0.4151,0
QQQ_C_264_7549,280.60,264.92,0.0313,0.3248,1.5073,1
META_C_534_7550,497.87,534.33,0.0349,0.3381,1.5063,1
NVDA_C_494_7551,433.19,494.71,0.0310,0.2179,1.2434,1
AAPL_P_230_7552,228.42,230.59,0.0472,0.2166,1.5305,0
QQQ_C_350_7553,307.49,350.11,0.0372,0.1999,1.7957,1
GOOGL_P_310_7554,296.58,310.38,0.0302,0.3119,1.2833,0
MSFT_P_422_7555,431.79,422.88,0.0388,0.3712,1.1879,0
SPY_P_185_7556,185.94,185.61,0.0475,0.1852,1.5977,0
AAPL_C_57_7557,58.31,57.67,0.0497,0.1725,1.7163,1
AAPL_C_142_7558,145.94,142.93,0.0308,0.3197,0.3117,1
GOOGL_P_167_7559,167.56,167.53,0.0303,0.1793,0.2284,0
META_P_375_7560,423.70,375.70,0.0346,0.3604,1.6649,0
META_P_266_7561,301.24,266.03,0.0318,0.2093,0.2423,0
SPY_P_252_7562,261.82,252.99,0.0472,0.2544,0.1625,0
AMD_P_125_7563,113.56,125.47,0.0412,0.3579,1.1164,0
NVDA_P_355_7564,377.86,355.03,0.0361,0.2842,1.4834,0
TSLA_C_436_7565,390.35,436.14,0.0387,0.3217,0.4997,1
AMZN_P_484_7566,425.89,484.20,0.0363,0.1917,1.5427,0
META_C_453_7567,493.82,453.74,0.0342,0.2553,1.0898,1
QQQ_P_361_7568,422.69,361.31,0.0394,0.2649,1.7064,0
TSLA_C_187_7569,185.95,187.94,0.0488,0.2768,1.0072,1
META_P_512_7570,485.47,512.95,0.0444,0.2866,0.8193,0
GOOGL_C_141_7571,150.64,141.02,0.0331,0.2269,0.2253,1
SPY_C_388_7572,342.50,388.28,0.0302,0.2224,0.1163,1
NVDA_P_313_7573,285.58,313.79,0.0489,0.3782,0.9556,0
SPY_C_109_7574,108.84,109.72,0.0386,0.2095,1.0808,1
SPY_P_60_7575,58.26,60.74,0.0416,0.3980,1.0670,0
QQQ_P_51_7576,52.50,51.93,0.0386,0.2372,1.5079,0
NVDA_C_215_7577,213.76,215.09,0.0368,0.1716,0.4170,1
AAPL_C_468_7578,415.15,468.02,0.0442,0.1930,1.9501,1
QQQ_C_306_7579,298.07,306.78,0.0448,0.3826,0.2189,1
AMD_C_279_7580,282.77,279.23,0.0372,0.3776,1.5119,1
NVDA_C_93_7581,81.32,93.34,0.0387,0.1876,1.4172,1
AMZN_C_63_7582,61.65,63.65,0.0492,0.3223,1.8108,1
SPY_C_435_7583,480.26,435.86,0.0490,0.3273,1.4241,1
META_C_191_7584,190.07,191.65,0.0315,0.2472,0.9430,1
AAPL_C_58_7585,54.02,58.70,0.0371,0.3723,0.2316,1
META_C_442_7586,427.43,442.89,0.0402,0.2885,1.1973,1
AAPL_C_104_7587,92.20,104.01,0.0352,0.3738,0.7123,1
SPY_C_352_7588,330.03,352.93,0.0494,0.1537,0.9405,1
NVDA_P_137_7589,128.04,137.12,0.0323,0.2198,0.2058,0
MSFT_P_185_7590,190.96,185.09,0.0427,0.2312,0.1049,0
QQQ_P_196_7591,182.03,196.53,0.0381,0.1924,1.6518,0
QQQ_P_67_7592,66.07,67.66,0.0408,0.3261,1.6507,0
GOOGL_P_110_7593,96.33,110.31,0.0404,0.3213,0.9090,0
GOOGL_P_162_7594,180.48,162.06,0.0328,0.3783,0.5125,0
GOOGL_C_313_7595,345.13,313.60,0.0455,0.2228,1.1756,1
GOOGL_P_256_7596,268.46,256.49,0.0476,0.2745,1.6086,0
QQQ_P_285_7597,323.76,285.93,0.0476,0.3349,1.5208,0
TSLA_C_265_7598,237.62,265.42,0.0335,0.1727,1.5354,1
META_C_430_7599,437.37,430.27,0.0405,0.1987,0.9994,1
AMD_P_494_7600,493.26,494.98,0.0415,0.1700,1.8688,0
SPY_P_531_7601,482.98,531.99,0.0310,0.3258,1.0900,0
TSLA_P_398_7602,462.72,398.83,0.0488,0.1623,0.0994,0
TSLA_P_186_7603,214.98,186.17,0.0442,0.2203,1.0516,0
SPY_C_347_7604,344.82,347.52,0.0327,0.3730,1.9014,1
AMD_P_353_7605,356.60,353.58,0.0391,0.1722,0.3267,0
MSFT_C_228_7606,210.67,228.53,0.0492,0.3621,0.5872,1
MSFT_P_463_7607,423.23,463.29,0.0453,0.2981,1.5768,0
META_P_213_7608,240.07,213.54,0.0359,0.2352,0.3484,0
NVDA_P_168_7609,167.86,168.21,0.0442,0.3537,0.9002,0
AMZN_P_96_7610,89.35,96.01,0.0435,0.3791,0.7126,0
SPY_C_370_7611,342.89,370.78,0.0487,0.2655,0.4206,1
TSLA_P_210_7612,196.72,210.17,0.0481,0.3621,1.7773,0
MSFT_P_173_7613,175.64,173.02,0.0423,0.1550,1.9291,0
GOOGL_C_394_7614,349.44,394.90,0.0415,0.3481,0.4682,1
META_C_151_7615,131.47,151.11,0.0490,0.2119,0.8328,1
TSLA_P_328_7616,373.79,328.91,0.0338,0.1576,0.7760,0
MSFT_P_447_7617,424.51,447.13,0.0411,0.2608,1.4014,0
MSFT_P_472_7618,470.03,472.49,0.0322,0.2124,0.6340,0
QQQ_P_214_7619,249.25,214.20,0.0444,0.2833,1.9285,0
QQQ_P_389_7620,346.42,389.04,0.0487,0.3673,0.3528,0
AAPL_C_491_7621,488.54,491.09,0.0490,0.2322,0.3747,1
META_P_378_7622,401.81,378.92,0.0463,0.1909,1.0652,0
TSLA_P_292_7623,328.79,292.79,0.0452,0.3259,0.1043,0
MSFT_C_329_7624,312.33,329.36,0.0352,0.2006,1.5629,1
AAPL_C_305_7625,273.68,305.12,0.0309,0.1968,0.8911,1
SPY_P_112_7626,116.54,112.14,0.0498,0.3521,0.0925,0
SPY_C_61_7627,61.76,61.08,0.0376,0.2142,1.5540,1
SPY_C_210_7628,209.65,210.19,0.0426,0.2427,1.7473,1
GOOGL_C_157_7629,146.52,157.21,0.0471,0.3313,1.2686,1
AMD_C_505_7630,443.04,505.05,0.0495,0.1533,1.8812,1
AMZN_C_92_7631,99.77,92.62,0.0342,0.3637,0.1768,1
META_C_479_7632,424.89,479.41,0.0478,0.2321,1.2364,1
AMD_P_368_7633,325.21,368.19,0.0336,0.3526,0.4431,0
TSLA_C_247_7634,240.64,247.02,0.0401,0.2693,1.7032,1
NVDA_C_209_7635,234.71,209.48,0.0490,0.2625,1.8496,1
AMD_P_466_7636,469.52,466.95,0.0419,0.2392,0.7205,0
NVDA_C_204_7637,199.04,204.27,0.0436,0.2387,0.2985,1
META_C_186_7638,204.36,186.92,0.0377,0.3092,0.9274,1
SPY_C_183_7639,171.62,183.45,0.0332,0.3417,0.3388,1
MSFT_P_345_7640,331.61,345.74,0.0498,0.3754,0.1086,0
QQQ_P_198_7641,232.12,198.89,0.0500,0.2154,1.2920,0
AMD_P_192_7642,180.88,192.59,0.0358,0.3465,1.9591,0
SPY_C_307_7643,292.85,307.43,0.0391,0.2088,0.2069,1
META_C_73_7644,79.77,73.48,0.0494,0.3829,0.4957,1
GOOGL_C_175_7645,163.71,175.16,0.0430,0.2085,1.8414,1
TSLA_C_424_7646,398.64,424.52,0.0392,0.2816,1.3075,1
SPY_C_351_7647,353.23,351.97,0.0427,0.3698,0.3894,1
SPY_C_300_7648,280.05,300.50,0.0450,0.3817,1.6235,1
AMZN_C_426_7649,411.70,426.05,0.0325,0.1928,1.1591,1
QQQ_P_246_7650,272.76,246.09,0.0372,0.3115,1.2446,0
QQQ_P_510_7651,461.37,510.73,0.0485,0.1653,0.3760,0
MSFT_P_117_7652,116.36,117.87,0.0449,0.3086,1.4967,0
MSFT_P_253_7653,232.05,253.79,0.0340,0.1987,1.8260,0
NVDA_C_235_7654,214.74,235.05,0.0372,0.3055,1.2037,1
TSLA_C_398_7655,384.01,398.58,0.0411,0.2555,1.3969,1
GOOGL_C_383_7656,360.38,383.28,0.0464,0.2217,1.6396,1
AMD_C_380_7657,350.55,380.33,0.0308,0.3901,1.8760,1
AAPL_P_381_7658,380.75,381.16,0.0421,0.3069,0.7522,0
GOOGL_P_146_7659,159.57,146.09,0.0456,0.2178,0.1087,0
NVDA_C_312_7660,325.20,312.63,0.0490,0.3435,0.5130,1
GOOGL_P_206_7661,216.71,206.33,0.0366,0.3339,0.1146,0
TSLA_P_106_7662,98.15,106.57,0.0401,0.3702,1.1621,0
TSLA_C_356_7663,345.73,356.94,0.0418,0.1839,0.4947,1
AAPL_C_474_7664,478.77,474.52,0.0383,0.2113,0.9789,1
AMD_P_282_7665,276.98,282.72,0.0384,0.1794,0.5545,0
AMZN_P_164_7666,189.29,164.60,0.0438,0.2807,0.7831,0
AAPL_P_323_7667,283.32,323.89,0.0347,0.2169,0.6140,0
NVDA_C_122_7668,130.82,122.31,0.0412,0.2230,1.3647,1
QQQ_P_386_7669,396.72,386.47,0.0308,0.3564,1.3824,0
AMD_C_191_7670,189.49,191.99,0.0370,0.2536,1.7071,1
AMZN_P_445_7671,488.68,445.52,0.0477,0.2207,0.5434,0
SPY_C_204_7672,191.13,204.40,0.0437,0.3871,0.1700,1
AMD_P_47_7673,54.03,47.76,0.0418,0.1813,0.7231,0
GOOGL_C_325_7674,327.14,325.21,0.0338,0.3829,1.6384,1
AMD_P_274_7675,253.16,274.52,0.0314,0.2316,0.6577,0
GOOGL_P_108_7676,108.53,108.48,0.0337,0.1736,0.5594,0
META_C_132_7677,132.52,132.74,0.0450,0.1589,1.0391,1
AMZN_P_367_7678,380.43,367.79,0.0371,0.1986,0.8762,0
GOOGL_P_80_7679,76.16,80.95,0.0377,0.2731,0.8130,0
AMZN_P_248_7680,233.23,248.77,0.0439,0.1968,0.9439,0
SPY_C_376_7681,334.00,376.75,0.0409,0.3944,1.2192,1
AAPL_P_389_7682,439.77,389.16,0.0330,0.2426,0.5440,0
SPY_C_311_7683,298.86,311.85,0.0476,0.2528,1.6555,1
SPY_P_115_7684,103.07,115.86,0.0495,0.1677,1.7392,0
GOOGL_P_439_7685,461.45,439.82,0.0470,0.2682,1.0092,0
AAPL_P_292_7686,339.62,292.06,0.0391,0.1550,0.6548,0
MSFT_P_273_7687,301.52,273.53,0.0470,0.3909,0.9988,0
TSLA_P_140_7688,157.26,140.24,0.0351,0.3815,0.3739,0
META_C_402_7689,358.71,402.30,0.0359,0.2497,0.3842,1
QQQ_C_405_7690,401.71,405.38,0.0435,0.3309,1.5827,1
MSFT_C_198_7691,204.86,198.53,0.0373,0.3528,1.1922,1
NVDA_C_176_7692,156.93,176.78,0.0418,0.2352,1.6164,1
AAPL_P_68_7693,59.96,68.85,0.0316,0.1902,1.6111,0
TSLA_P_408_7694,420.75,408.79,0.0427,0.3285,1.3409,0
META_P_389_7695,434.91,389.16,0.0455,0.3006,1.3810,0
GOOGL_C_142_7696,151.44,142.30,0.0471,0.2545,0.8225,1
AAPL_P_136_7697,124.27,136.45,0.0467,0.3795,1.8621,0
MSFT_C_158_7698,183.83,158.17,0.0311,0.1566,0.7484,1
MSFT_C_236_7699,257.46,236.88,0.0420,0.3799,1.2898,1
GOOGL_C_183_7700,168.65,183.86,0.0422,0.1832,1.0247,1
META_C_48_7701,51.93,48.20,0.0480,0.2795,0.7028,1
AMZN_P_277_7702,273.44,277.52,0.0483,0.2006,0.1904,0
AMZN_P_372_7703,380.68,372.59,0.0359,0.2301,1.6141,0
TSLA_P_264_7704,248.88,264.68,0.0399,0.3244,1.6274,0
TSLA_P_292_7705,284.46,292.40,0.0317,0.2977,0.0884,0
MSFT_C_521_7706,471.90,521.59,0.0367,0.1772,1.7212,1
MSFT_C_284_7707,276.59,284.85,0.0402,0.1619,1.2457,1
AAPL_C_391_7708,416.98,391.15,0.0420,0.2643,0.0923,1
MSFT_P_283_7709,326.92,283.06,0.0415,0.1810,0.0955,0
SPY_P_44_7710,50.62,44.63,0.0371,0.2250,1.7650,0
TSLA_C_175_7711,179.62,175.24,0.0346,0.3704,1.7237,1
SPY_C_467_7712,437.99,467.48,0.0420,0.1610,1.6742,1
SPY_P_321_7713,283.34,321.26,0.0312,0.1914,0.7316,0
META_C_453_7714,409.11,453.65,0.0467,0.3535,0.6200,1
AMD_P_236_7715,250.71,236.67,0.0326,0.3341,1.4405,0
QQQ_C_508_7716,447.98,508.95,0.0465,0.3283,1.1107,1
MSFT_P_153_7717,142.12,153.39,0.0398,0.2143,1.4790,0
META_C_82_7718,89.22,82.09,0.0334,0.3310,1.3400,1
META_P_377_7719,358.12,377.12,0.0488,0.3746,0.6707,0
QQQ_C_175_7720,158.39,175.11,0.0404,0.1771,1.4326,1
SPY_C_344_7721,362.82,344.86,0.0364,0.1692,0.9213,1
AAPL_C_431_7722,421.93,431.08,0.0480,0.1591,1.1576,1
AAPL_P_159_7723,155.27,159.81,0.0311,0.3244,1.9487,0
SPY_C_142_7724,164.23,142.28,0.0488,0.2485,1.0156,1
META_P_82_7725,73.75,82.09,0.0424,0.3679,1.5724,0
AMZN_C_496_7726,432.43,496.72,0.0360,0.2174,1.3677,1
NVDA_C_103_7727,102.73,103.19,0.0369,0.1621,1.7549,1
AMD_P_106_7728,109.94,106.20,0.0453,0.1507,0.2336,0
MSFT_C_311_7729,359.21,311.06,0.0360,0.2726,1.3004,1
QQQ_C_423_7730,400.06,423.06,0.0325,0.1901,0.3360,1
NVDA_C_93_7731,90.75,93.97,0.0388,0.1654,1.2922,1
AAPL_P_271_7732,291.83,271.33,0.0485,0.3102,1.8678,0
AMZN_P_203_7733,228.11,203.07,0.0459,0.3770,0.5438,0
SPY_C_223_7734,197.87,223.50,0.0378,0.2656,0.0819,1
NVDA_C_498_7735,442.92,498.66,0.0475,0.2682,1.8798,1
AMZN_P_497_7736,467.34,497.50,0.0444,0.1835,0.8041,0
AMZN_P_203_7737,235.50,203.84,0.0316,0.3159,0.1086,0
META_C_544_7738,486.60,544.19,0.0351,0.1929,0.8918,1
SPY_P_259_7739,240.41,260.00,0.0467,0.2366,1.5938,0
AAPL_P_93_7740,88.20,93.81,0.0416,0.2210,0.3145,0
NVDA_C_402_7741,369.33,402.77,0.0365,0.3499,1.8417,1
TSLA_P_407_7742,424.71,407.91,0.0319,0.2833,1.9424,0
AMZN_C_175_7743,196.09,175.41,0.0414,0.3386,1.7804,1
GOOGL_C_482_7744,452.89,482.23,0.0488,0.3768,1.8978,1
SPY_P_329_7745,375.20,329.59,0.0366,0.1896,0.4440,0
GOOGL_C_224_7746,232.04,224.20,0.0438,0.2998,0.8162,1
MSFT_C_253_7747,232.27,253.89,0.0394,0.2383,1.5567,1
MSFT_P_329_7748,312.16,329.54,0.0349,0.3981,0.3549,0
META_C_218_7749,196.62,218.07,0.0310,0.3847,0.5072,1
AMD_P_356_7750,411.47,356.27,0.0324,0.2014,1.2760,0
SPY_C_78_7751,79.86,78.92,0.0461,0.2290,1.8458,1
AMZN_P_496_7752,460.00,496.78,0.0304,0.3503,1.3187,0
MSFT_P_199_7753,207.88,199.57,0.0350,0.2451,0.3964,0
META_P_266_7754,239.96,266.39,0.0339,0.3052,0.7757,0
AMZN_P_123_7755,142.50,123.40,0.0358,0.3356,1.0967,0
SPY_C_325_7756,357.54,325.36,0.0399,0.1879,0.1360,1
SPY_P_226_7757,240.93,226.94,0.0311,0.3534,0.6063,0
AMZN_P_273_7758,301.65,273.97,0.0414,0.2025,0.9079,0
GOOGL_C_240_7759,248.16,240.89,0.0344,0.2122,1.5366,1
AMZN_P_469_7760,481.88,469.65,0.0491,0.2565,1.5635,0
NVDA_C_346_7761,349.90,346.54,0.0325,0.2085,0.8316,1
MSFT_C_301_7762,287.06,301.45,0.0323,0.1569,0.4109,1
NVDA_P_460_7763,490.29,460.00,0.0374,0.3163,1.7039,0
QQQ_P_432_7764,422.41,432.69,0.0302,0.1897,0.5531,0
MSFT_C_109_7765,98.64,109.18,0.0318,0.2259,0.6760,1
AMD_C_517_7766,497.27,517.36,0.0352,0.2885,1.5749,1
QQQ_C_294_7767,261.21,294.31,0.0499,0.3407,0.0982,1
TSLA_P_339_7768,326.31,339.65,0.0449,0.3711,0.4171,0
MSFT_C_116_7769,135.32,116.68,0.0358,0.3171,0.6839,1
NVDA_C_106_7770,106.45,106.21,0.0313,0.2295,1.0688,1
MSFT_P_376_7771,405.34,376.28,0.0483,0.3411,1.8683,0
AMD_P_468_7772,438.49,468.81,0.0336,0.3362,1.0180,0
AMD_C_163_7773,187.05,163.93,0.0401,0.3645,1.6354,1
TSLA_P_497_7774,454.78,497.44,0.0441,0.3507,1.9355,0
MSFT_P_262_7775,250.21,262.23,0.0409,0.3227,1.4097,0
QQQ_P_133_7776,124.77,133.47,0.0496,0.3882,1.8818,0
SPY_P_95_7777,99.93,95.54,0.0430,0.2993,0.2982,0
GOOGL_C_210_7778,215.85,210.84,0.0300,0.2792,1.2186,1
MSFT_C_116_7779,115.52,116.08,0.0405,0.2365,1.2481,1
NVDA_P_170_7780,191.39,170.21,0.0432,0.1849,0.0821,0
AMZN_P_490_7781,449.79,490.83,0.0455,0.3827,0.3093,0
TSLA_P_365_7782,385.12,365.02,0.0413,0.3972,1.2289,0
NVDA_P_213_7783,220.80,213.12,0.0375,0.3733,1.1229,0
TSLA_C_197_7784,205.74,197.03,0.0345,0.2976,1.7935,1
AAPL_C_454_7785,484.27,454.46,0.0402,0.2927,1.3526,1
AMD_C_256_7786,273.61,256.64,0.0446,0.2418,0.7538,1
TSLA_C_217_7787,194.28,217.98,0.0435,0.2749,0.4491,1
SPY_P_245_7788,276.37,245.12,0.0334,0.2579,0.9791,0
AMD_P_70_7789,68.49,70.48,0.0468,0.2461,0.6438,0
QQQ_P_313_7790,356.79,313.13,0.0423,0.3287,1.2876,0
QQQ_C_157_7791,160.77,157.49,0.0358,0.1634,0.1339,1
AAPL_P_141_7792,129.92,141.31,0.0381,0.3737,1.2975,0
META_P_282_7793,260.31,282.51,0.0463,0.2940,1.5768,0
GOOGL_C_116_7794,123.64,116.06,0.0379,0.2614,1.3726,1
GOOGL_C_199_7795,203.08,199.43,0.0412,0.1876,1.7518,1
TSLA_P_240_7796,246.59,240.52,0.0306,0.2113,0.7631,0
META_P_314_7797,336.08,314.88,0.0319,0.1973,0.1090,0
QQQ_P_544_7798,490.10,544.94,0.0334,0.1809,0.9981,0
TSLA_P_295_7799,313.61,295.35,0.0459,0.2631,1.2372,0
META_P_111_7800,123.48,111.77,0.0455,0.2881,0.4909,0
TSLA_C_428_7801,472.36,428.49,0.0317,0.3812,0.6714,1
META_P_298_7802,280.55,298.39,0.0446,0.2920,1.0397,0
MSFT_C_233_7803,212.19,233.88,0.0338,0.2290,0.8036,1
NVDA_C_318_7804,357.40,318.64,0.0301,0.3008,0.3444,1
SPY_C_148_7805,130.07,148.11,0.0474,0.3620,0.4274,1
AMZN_P_198_7806,197.36,198.35,0.0385,0.1582,1.7361,0
QQQ_P_57_7807,53.25,57.54,0.0426,0.1639,1.6330,0
AAPL_C_335_7808,330.89,335.98,0.0454,0.3559,0.6485,1
AMD_C_162_7809,160.71,162.38,0.0332,0.2760,0.2961,1
AMD_P_264_7810,242.59,264.57,0.0465,0.3744,0.7241,0
AAPL_P_57_7811,64.76,57.42,0.0358,0.2059,1.7836,0
QQQ_C_155_7812,149.64,155.08,0.0468,0.2902,0.4000,1
META_C_176_7813,184.03,176.52,0.0458,0.1842,0.8222,1
QQQ_P_58_7814,68.73,58.44,0.0449,0.1520,1.4525,0
QQQ_P_254_7815,276.58,254.96,0.0476,0.1801,1.7123,0
GOOGL_C_248_7816,220.31,248.02,0.0332,0.2165,0.2437,1
AMD_P_471_7817,425.06,471.08,0.0384,0.2185,1.7484,0
AMD_P_382_7818,394.73,382.55,0.0468,0.3614,0.2428,0
NVDA_P_420_7819,436.42,420.88,0.0498,0.3560,1.4599,0
MSFT_C_298_7820,265.53,298.67,0.0352,0.2775,0.7239,1
AMD_C_358_7821,420.70,358.43,0.0404,0.2944,1.2767,1
MSFT_C_417_7822,477.73,417.59,0.0491,0.3540,1.6000,1
AMZN_P_415_7823,424.43,415.02,0.0304,0.2939,1.3359,0
QQQ_C_468_7824,475.75,468.73,0.0464,0.2502,1.5475,1
AMZN_C_260_7825,301.37,260.06,0.0306,0.1889,1.9275,1
TSLA_C_174_7826,152.94,174.47,0.0322,0.3243,0.7931,1
AMD_C_305_7827,266.60,305.17,0.0489,0.1914,1.7125,1
MSFT_P_108_7828,111.47,108.62,0.0302,0.2137,0.6859,0
NVDA_P_475_7829,470.90,475.72,0.0481,0.1979,1.6186,0
SPY_P_242_7830,236.82,242.55,0.0401,0.3033,1.6010,0
MSFT_P_169_7831,177.81,169.19,0.0345,0.2716,0.2111,0
AAPL_C_481_7832,430.00,481.56,0.0496,0.1934,1.2110,1
AMZN_C_249_7833,243.16,249.24,0.0331,0.3646,0.6145,1
AMD_P_468_7834,491.31,468.92,0.0454,0.3119,0.2018,0
AMD_P_123_7835,127.88,123.27,0.0490,0.3199,1.9290,0
AMD_C_282_7836,264.91,282.22,0.0420,0.1887,0.3766,1
AMZN_C_358_7837,334.97,358.90,0.0336,0.3844,0.0881,1
AMZN_C_93_7838,108.54,93.62,0.0373,0.2173,0.7998,1
TSLA_P_284_7839,264.09,284.76,0.0448,0.1870,0.7650,0
TSLA_C_383_7840,356.43,383.88,0.0449,0.2307,1.1330,1
META_C_136_7841,156.46,136.23,0.0435,0.2274,1.8217,1
SPY_C_306_7842,302.31,306.24,0.0397,0.2270,0.3404,1
MSFT_C_83_7843,79.68,83.62,0.0368,0.1966,1.0985,1
MSFT_P_356_7844,330.81,356.23,0.0328,0.1824,1.3945,0
AMZN_P_421_7845,388.66,421.47,0.0320,0.1815,1.4966,0
NVDA_C_287_7846,330.54,287.80,0.0451,0.3230,1.2908,1
SPY_P_546_7847,482.36,546.06,0.0466,0.1566,0.7079,0
AAPL_P_286_7848,268.81,286.37,0.0334,0.1917,1.4750,0
QQQ_P_88_7849,100.55,88.67,0.0371,0.3803,1.7630,0
AAPL_C_73_7850,76.98,73.28,0.0439,0.2435,1.7278,1
META_C_137_7851,138.08,137.75,0.0433,0.2033,0.3118,1
SPY_P_405_7852,380.81,405.01,0.0322,0.1686,1.1821,0
AMZN_P_459_7853,465.92,459.56,0.0393,0.2168,0.9790,0
SPY_P_115_7854,110.96,115.39,0.0303,0.2293,1.2007,0
AMD_P_344_7855,306.55,344.78,0.0478,0.3192,1.0226,0
AMD_C_487_7856,492.68,487.16,0.0482,0.3723,0.9835,1
TSLA_P_367_7857,356.45,367.86,0.0499,0.2912,1.2219,0
GOOGL_C_84_7858,81.10,84.48,0.0460,0.3504,1.6758,1
AMD_P_152_7859,142.65,152.05,0.0354,0.2375,1.0817,0
AMD_C_425_7860,467.87,425.23,0.0354,0.2388,0.6471,1
QQQ_C_352_7861,307.45,352.69,0.0317,0.3021,1.3725,1
TSLA_C_250_7862,240.31,250.04,0.0378,0.3281,1.1326,1
AAPL_C_176_7863,179.90,176.73,0.0458,0.3499,0.8418,1
TSLA_P_131_7864,136.75,131.69,0.0449,0.1716,0.9690,0
SPY_C_380_7865,419.89,380.22,0.0431,0.2885,0.2299,1
AAPL_C_84_7866,83.85,84.29,0.0462,0.1654,1.2788,1
META_C_329_7867,331.18,329.63,0.0310,0.2815,0.4432,1
TSLA_C_55_7868,50.13,55.17,0.0374,0.2808,1.8522,1
MSFT_C_447_7869,444.70,447.72,0.0320,0.2647,0.7274,1
AMZN_P_255_7870,275.96,255.51,0.0360,0.2708,0.2378,0
AMZN_P_409_7871,403.12,409.27,0.0303,0.1939,1.5293,0
TSLA_C_497_7872,473.90,497.00,0.0309,0.2286,0.0996,1
MSFT_C_408_7873,474.03,408.97,0.0402,0.1816,1.5724,1
AMD_P_197_7874,180.57,197.02,0.0461,0.3791,1.8120,0
AAPL_P_354_7875,391.40,354.85,0.0452,0.2157,1.3988,0
AAPL_C_124_7876,121.29,124.09,0.0495,0.2840,1.8652,1
AAPL_P_372_7877,340.87,372.15,0.0478,0.3632,0.5511,0
MSFT_P_251_7878,221.79,251.90,0.0380,0.3744,0.5783,0
META_C_254_7879,289.68,254.28,0.0424,0.2041,1.4449,1
AAPL_C_338_7880,353.77,338.71,0.0440,0.2237,0.8198,1
NVDA_P_170_7881,155.03,170.58,0.0396,0.3540,0.7304,0
QQQ_P_117_7882,126.76,117.57,0.0339,0.2554,1.3903,0
SPY_P_93_7883,84.93,93.87,0.0312,0.3554,0.4342,0
NVDA_P_235_7884,223.44,235.29,0.0413,0.2697,0.8379,0
TSLA_P_390_7885,444.24,390.18,0.0433,0.1650,0.9682,0
SPY_P_163_7886,181.77,163.03,0.0405,0.2436,1.9079,0
MSFT_C_467_7887,451.85,467.25,0.0324,0.1583,0.4480,1
QQQ_P_470_7888,494.13,470.98,0.0310,0.2264,1.4645,0
NVDA_P_161_7889,180.02,161.92,0.0353,0.2907,1.2964,0
QQQ_P_52_7890,56.67,52.06,0.0391,0.3111,0.1362,0
AMZN_C_470_7891,421.09,470.19,0.0365,0.2910,0.9509,1
AMD_C_55_7892,53.54,55.61,0.0377,0.3882,1.8227,1
AMD_C_52_7893,58.65,52.44,0.0434,0.1855,0.9578,1
NVDA_P_410_7894,385.73,410.32,0.0345,0.1932,1.5408,0
META_C_404_7895,433.49,404.53,0.0329,0.2319,0.7041,1
AMD_P_278_7896,304.59,278.48,0.0310,0.1716,1.4922,0
SPY_P_127_7897,138.82,127.04,0.0347,0.1788,1.7439,0
TSLA_C_236_7898,257.15,236.09,0.0452,0.3181,1.3181,1
SPY_C_237_7899,247.04,237.75,0.0327,0.2386,1.4387,1
QQQ_P_325_7900,323.36,325.34,0.0379,0.1714,0.7302,0
MSFT_C_414_7901,372.16,414.01,0.0334,0.2489,0.2208,1
TSLA_C_179_7902,177.22,179.36,0.0306,0.2500,1.8644,1
AMD_P_129_7903,128.57,129.51,0.0451,0.3976,1.8267,0
NVDA_C_558_7904,496.52,558.36,0.0452,0.2233,1.6984,1
TSLA_C_222_7905,209.34,222.71,0.0451,0.3579,1.5578,1
AAPL_C_513_7906,457.16,513.14,0.0399,0.2087,0.9978,1
GOOGL_P_178_7907,202.39,178.30,0.0469,0.3772,1.9479,0
META_P_277_7908,309.73,277.37,0.0303,0.3065,0.4932,0
AAPL_P_467_7909,485.82,467.02,0.0331,0.2473,1.5425,0
META_C_362_7910,352.96,362.23,0.0410,0.2154,1.9046,1
META_P_80_7911,70.73,80.61,0.0303,0.3827,1.0680,0
GOOGL_P_437_7912,403.60,437.54,0.0453,0.1950,0.9427,0
META_C_186_7913,215.64,186.98,0.0329,0.3955,1.8766,1
SPY_P_399_7914,451.53,399.41,0.0377,0.3175,0.4174,0
META_P_222_7915,240.65,222.11,0.0429,0.3743,0.1085,0
AMZN_P_91_7916,89.07,91.52,0.0436,0.3004,0.1478,0
